notification_no,work_order_no,notification_date,order_created_date,completion_date,functional_location,equipment_tag,equipment_description,equipment_class,priority,status,craft,process_upset,failure_mode,failure_code,cause_code,outage_required,labor_hours,material_cost_usd,notification_short_text,notification_long_text
10450593,40870593,2023-10-15,2023-10-16,2023-10-17,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P3,TECO,ANLYZR,feed_temperature_ramp,no signal,NO_SIGNAL,ELEC,N,6.9,6351.86,chk TT-501B - no signal frm ops,"A shift called for TT-501B sensitive tray temperature tx, rb duty up seen during feed temperature ramp. Foud no signal; 24v or card issue. swapped to standby and repaired. ops says ok for now. notif made by ops, maint attended same shift."
10450594,40870594,2023-10-18,2023-10-20,2023-10-23,U400-DEETHANIZER-500,FT-501,feed flow transmitter,instrument,P3,COMP,E&I,feed_flow_step,impulse plugged,PLUG,PROCESS,N,9.3,399.41,"FT-501 impulse plugged again, prod upset","A shift called for FT-501 feed flow transmitter, lvl swing seen during feed flow step. Foud impulse plugged; tap/line dirty. replaced positioner tubing and retuned small. no leak at handover. notif made by ops, maint attended same shift."
10450595,40870595,2023-10-17,2023-10-18,2023-10-23,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P2,TECO,OPS+MECH,reflux_pump_degradation,vib high,VIB,ALIGN,Y,13.2,14280.28,"P-501A vib high again, prod upset","A shift called for P-501A rflx pump A, disch press low seen during rflx pump degradation. Foud vib high; coupling align or cavitation. Could not get permit first time waiting area gas test. changed gasket and boxed up. no leak at handover. notif made by ops, maint attended same shift."
10450596,40870596,2023-10-17,2023-10-17,2023-10-31,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P4,COMP,MECH,normal_wear,seal leak,MECH_SEAL,SEAL,N,6.6,10494.43,P-502A not ok after normal wear,"B shift called for P-502A bottoms pump A, plugged impulse seen during normal wear. Foud seal leak; seal face worn / dry run signs. calibrated, loop chekd with CCR. readng close to dcs after job. notif made by ops, maint attended same shift."
10450597,40870597,2023-10-22,2023-10-22,2023-10-27,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,COMP,MECH,pressure_control_fault,gasket weep,LEAK,GASKET,N,5.0,15522.81,"E-503 gasket weep again, prod upset","days called for E-503 feed bottoms exchanger, pv not movng seen during pressure ctrl fault. Foud gasket weep; flange sweating. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450598,40870598,2023-10-23,2023-10-25,2023-10-26,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,COMP,OPS+INST,condenser_fouling,air leak,AIR_LEAK,TUBING,N,1.3,1119.28,"TV-502 cw dt low, air leak","days called for TV-502 condenser cooling valve, cw dt low seen during condenser fouling. Foud air leak; positioner supply drop. Tag plate dirty, confirmd by line up with panel. opened strainer, cleaned black sludge. need watch next feed swing. notif made by ops, maint attended same shift."
10450599,40870599,2023-10-26,2023-10-28,2023-10-29,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,COMP,ANLYZR,feed_flow_step,plugged pass,PLUG,FOUL,N,6.5,3961.12,E-503 plugged pass asap,"days called for E-503 feed bottoms exchanger, lvl swing seen during feed flow step. Foud plugged pass; flow restricted. No spare in store at first, used refurb one from shop. swapped to standby and repaired. readng close to dcs after job. notif made by ops, maint attended same shift."
10450600,40870600,2023-10-23,2023-10-23,2023-10-23,U400-DEETHANIZER-500,FV-501,feed flow control valve,control_valve,P3,COMP,OPS+MECH,reflux_pump_degradation,not stroking,NO_TRAVEL,ACT,N,6.1,3236.47,"FV-501 not stroking again, prod upset","C shift called for FV-501 feed flow control valve, min flow hot seen during reflux pump degradation. Foud not stroking; actuator weak. swapped to standby and repaired. unit stable now. notif made by ops, maint attended same shift."
10450601,40870601,2023-10-26,2023-10-27,2023-10-28,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,COMP,OPS+INST,feed_temperature_ramp,hunting loop,CTRL_OSC,TUNE,N,12.6,354.92,TV-501 hunting loop noisy,"days called for TV-501 reboiler hot medium valve, spec off seen during feed temperature ramp. Foud hunting loop; bad response after upset. Line was hot so job done slow and with ops standing by. tightened fittings, leak test ok. no leak at handover. notif made by ops, maint attended same shift."
10450602,40870602,2023-10-30,2023-11-01,2023-11-02,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P4,CLSD,OPS+INST,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,10.3,2404.11,"TT-501B loose wire again, prod upset","B shift called for TT-501B sensitive tray temperature tx, rb circ cold seen during reboiler duty loss. Foud loose wire; term loose. History shows same complain last mnth. cleaned and put back online. readng close to dcs after job. notif made by ops, maint attended same shift."
10450603,40870603,2023-10-28,2023-10-28,2023-10-29,U400-DEETHANIZER-500,LT-502,column bottom level tx,instrument,P3,CLSD,E&I,valve_stiction,bad reading,DRIFT,CAL,N,3.7,1247.8,LT-502 not ok after vavle stiction,"C shift called for LT-502 column bottom level tx, loop cycling seen during valve stiction. Foud bad reading; needs calib. No spare in store at first, used refurb one from shop. tightened fittings, leak test ok. need watch next feed swing. notif made by ops, maint attended same shift."
10450604,40870604,2023-11-03,2023-11-03,2023-11-04,U400-DEETHANIZER-500,LV-502,bottoms level valve,control_valve,P3,TECO,OPS+INST,valve_stiction,air leak,AIR_LEAK,TUBING,N,16.0,3534.77,chk LV-502 - air leak frm ops,"days called for LV-502 bottoms level valve, op jumps seen during valve stiction. Foud air leak; positioner supply drop. replaced positioner tubing and retuned small. need watch next feed swing. notif made by ops, maint attended same shift."
10450605,40870605,2023-11-01,2023-11-02,2023-11-02,U400-DEETHANIZER-500,LT-501,reflux drum level tx,instrument,P3,TECO,OPS+INST,condenser_fouling,impulse plugged,PLUG,PROCESS,N,13.1,4202.87,LT-501 not ok after condenser fouling,"night called for LT-501 rflx drum level tx, pic wide open seen during condenser fouling. Foud impulse plugged; tap/line dirty. calibrated, loop checked with CCR. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450606,40870606,2023-11-06,2023-11-07,2023-11-08,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P3,TECO,ANLYZR,condenser_fouling,no signal,NO_SIGNAL,ELEC,N,17.3,5561.5,PT-501 not ok after condnsr fouling,"B shift called for PT-501 column overhead pressure tx, high ovhd press seen during condenser fouling. Foud no signal; 24v or card issue. Tag plate dirty, confirmd by line up with panel. changed gasket and boxed up. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450607,40870607,2023-11-04,2023-11-06,2023-11-09,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,COMP,ROT,pressure_control_fault,stiction,STICK,PACKING,N,13.0,6523.33,"TV-502 stiction again, prod upset","night called for TV-502 condenser cooling vavle, pshh close call seen during pressure control fault. Foud stiction; stem sticky and pos err. Could not get permit first time waiting area gas test. reset trip and monitored for 2 hrs. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450608,40870608,2023-11-06,2023-11-07,2023-11-08,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,CLSD,VALVE,feed_composition_shift,tube fouling,FOULING,PROCESS,N,15.2,2841.02,chk E-503 - tube fouling frm ops,"days called for E-503 feed bottoms exchanger, c3 in feed hi seen during feed composition shift. Foud tube fouling; duty low, delta t poor. opened strainer, cleaned black sludge. need watch next feed swing. notif made by ops, maint attended same shift."
10450609,40870609,2023-11-10,2023-11-10,2023-11-17,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P3,COMP,ROT,reboiler_duty_loss,low duty,DUTY_LOSS,UTILITY,N,17.2,2504.36,E-501 not ok after reboiler duty loss,"B shift called for E-501 deethanizer rebiler, rb circ cold seen during rebiler duty loss. Foud low duty; hm valve/strainer issue. swapped to standby and repaired. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450610,40870610,2023-11-07,2023-11-08,2023-11-09,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P3,COMP,VALVE,condenser_fouling,passing,LEAK_BY,SEAT,N,8.0,4081.06,chk PV-501 - passing frm ops,"night called for PV-501 colmn pressure control valve, cw dt low seen during condenser fouling. Foud passing; seat leak by. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450611,40870611,2023-11-13,2023-11-14,2023-11-15,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,CLSD,OPS+INST,reflux_pump_degradation,bad reading,DRIFT,CAL,N,6.8,3331.92,FT-502 not ok after reflux pump degradation,"C shift called for FT-502 reflux flow tx, pump vib seen during reflux pump degradation. Foud bad reading; needs calib. Could not get permit first time waiting area gas test. flushed impulse/sample line. readng close to dcs after job. notif made by ops, maint attended same shift."
10450612,40870612,2023-11-12,2023-11-12,2023-11-14,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P2,COMP,ROT,feed_composition_shift,plugged pass,PLUG,FOUL,Y,19.0,6568.53,chk E-503 - plugged pass frm ops,"A shift called for E-503 feed bottoms exchanger, quality bad seen during feed composition shift. Foud plugged pass; flow restricted. calibrated, loop chekd with CCR. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450613,40870613,2023-11-14,2023-11-16,2023-11-16,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P3,COMP,E&I,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,1.0,61.59,"TT-503 loose wire again, prod upset","night called for TT-503 reboiler outlet temperature tx, rb circ cold seen during reboiler duty loss. Foud loose wire; term loose. Line was hot so job done slow and with ops standing by. stroke tested, response better. ops says ok for now. notif made by ops, maint attended same shift."
10450614,40870614,2023-11-13,2023-11-13,2023-11-14,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P1,CLSD,OPS+INST,condenser_fouling,loose wire,SIGNAL,ELEC,N,14.1,3748.04,"PT-501 drum temp hi, loose wire","B shift called for PT-501 column overhead pressure tx, pic wide open seen during condenser fouling. Foud loose wire; term loose. Line was hot so job done slow and with ops standing by. flushed impulse/sample line. no leak at handover. notif made by ops, maint attended same shift."
10450615,40870615,2023-11-18,2023-11-18,2023-11-20,U400-DEETHANIZER-500,PSV-501A,column relief valve A,relief,P3,CLSD,INST,pressure_control_fault,car seal broken,CSO,HUMAN,N,9.2,1381.99,"PSV-501A car seal broken again, prod upset","A shift called for PSV-501A column relief valve A, flare valve checked seen during pressure ctrl fault. Foud car seal broken; seal missing found. flushed impulse/sample line. need watch next feed swing. notif made by ops, maint attended same shift."
10450616,40870616,2023-11-19,2023-11-19,2023-11-19,U400-DEETHANIZER-500,FV-501,feed flow control valve,control_valve,P4,COMP,ANLYZR,feed_flow_step,air leak,AIR_LEAK,TUBING,N,1.5,6494.34,FV-501 air leak noisy,"A shift called for FV-501 feed flow ctrl valve, feed jump seen during feed flow step. Foud air leak; positioner supply drop. flushed impulse/sample line. ops says ok for now. notif made by ops, maint attended same shift."
10450617,40870617,2023-11-22,2023-11-23,2023-11-25,U400-DEETHANIZER-500,T-501,deethanizer column,column,P2,CLSD,ANLYZR,valve_stiction,weeping flange,LEAK,GASKET,Y,12.7,2625.2,"T-501 position bad, weeping flange","A shift called for T-501 deethanizer column, valve sticking seen during valve stiction. Foud weeping flange; manway/flange seep. swapped to standby and repaired. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450618,40870618,2023-11-19,2023-11-20,2023-11-20,U400-DEETHANIZER-500,T-501,deethanizer column,column,P3,COMP,ANLYZR,normal_wear,dp high,DP_HIGH,FOAM,N,14.8,6290.23,"T-501 dp high again, prod upset","C shift called for T-501 deethanizer colmn, noise seen during normal wear. Foud dp high; trays loading or foaming. tightened fittings, leak test ok. readng close to dcs after job. notif made by ops, maint attended same shift."
10450619,40870619,2023-11-20,2023-11-20,2023-11-20,U400-DEETHANIZER-500,P-502B,bottoms pump B,pump,P1,CLSD,MECH,feed_flow_step,bearing hot,BRG,WEAR,Y,15.3,13112.97,P-502B not ok after feed flow step,"night called for P-502B bottoms pump B, feed jump seen during feed flow step. Foud bearing hot; brg rough, lube dark. Line was hot so job done slow and with ops standing by. reset trip and monitored for 2 hrs. no leak at handover. notif made by ops, maint attended same shift."
10450620,40870620,2023-11-22,2023-11-23,2023-11-28,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P4,TECO,OPS+INST,reflux_pump_degradation,seal leak,MECH_SEAL,SEAL,N,16.4,6422.53,chk P-501A - seal leak frm ops,"days called for P-501A reflux pump A, min flow hot seen during reflux pump degradation. Foud seal leak; seal face worn / dry run signs. cleaned and put back online. need watch next feed swing. notif made by ops, maint attended same shift."
10450621,40870621,2023-11-27,2023-11-27,2023-11-29,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,CLSD,INST,valve_stiction,stiction,STICK,PACKING,N,3.2,2483.25,"TV-502 op jumps, stiction","A shift called for TV-502 condenser cooling vavle, air leak seen during vavle stiction. Foud stiction; stem sticky and pos err. calibrated, loop checked with CCR. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450622,40870622,2023-11-29,2023-11-30,2023-12-02,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P2,COMP,MECH,reflux_pump_degradation,motor trip,MOTOR,ELEC,Y,7.8,11877.85,"P-501B disch press low, motor trip","days called for P-501B reflux pump B, disch press low seen during reflux pump degradation. Foud motor trip; overload trip after upset. cleaned and put back online. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450623,40870623,2023-11-27,2023-11-27,2023-11-30,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,TECO,VALVE,normal_wear,tv no travel,VALVE,STICK,N,4.6,2816.44,E-502 tv no travel asap,"days called for E-502 deethanizer overhead condenser, plugged impulse seen during normal wear. Foud tv no travel; cooling valve stuck. cleaned and put back online. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450624,40870624,2023-12-02,2023-12-03,2023-12-04,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,TECO,OPS+MECH,valve_stiction,stiction,STICK,PACKING,N,2.4,2568.61,TV-501 stiction asap,"A shift called for TV-501 reboiler hot medium vavle, loop cycling seen during vavle stiction. Foud stiction; stem sticky and pos err. calibrated, loop checked with CCR. unit stable now. notif made by ops, maint attended same shift."
